"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YL7DENYA","journalArticle","2017","Lauren Yeager; Mairin C.M. Deith; Jana M. McPherson; Ivor D. Williams; Julia K. Baum","Scale dependence of environmental controls on the functional diversity of coral reef fish communities","Global Ecology and Biogeography","","","10.1111/geb.12628","http://doi.wiley.com/10.1111/geb.12628","The functional composition of local assemblages is hypothesized to be controlled by hierarchical environmental filters, whereby the importance of different abiotic and biotic factors varies across both spatial scales and the different dimensions of functional diversity. We examine scale dependence in functional diversity–environment relationships with the ultimate aim of advancing models that predict the response of functional diversity to global change.","2017-10","2020-11-17 20:35:10","2023-12-07 17:41:29","","1177–1189","","10","26","","","","","","","","","","","","","","","","","39 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/G78SIA3B/Yeager et al. - 2017 - Scale dependence of environmental controls on the .pdf; /Users/nah093/Zotero/storage/WS3WGMHK/geb.html","","sesync acknowledgment; Year 4; 2017; Postdoc; F:Biodiversity; F:Ecosystem Services; T:Ecosystem Services/Functions; T:Ocean & Marine Life; T:Disturbance; K:climate; 2014PF-015; K:functional redundancy; K:species richness; K:macroecology; K:ecosystem function; K:environmental gradient; K:functional evenness; K:functional richness; K:habitat complexity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L43B2NL","journalArticle","2017","Mahendran Roobavannan; Jaya Kandasamy; Saket Pande; Saravanamuthu Vigneswaran; Murugesu Sivapalan","Role of sectoral transformation in the evolution of water management norms in agricultural catchments: A sociohydrologic modeling analysis","Water Resources Research","","","10.1002/2017WR020671","http://onlinelibrary.wiley.com/doi/10.1002/2017WR020671/full","This study is focused on the water-agriculture-environment nexus as it played out in the Murrumbidgee River Basin, eastern Australia, and how coevolution of society and water management actually transpired. Over 100 years of agricultural development the Murrumbidgee Basin experienced a “pendulum swing” in terms of water allocation, initially exclusively for agriculture production changing over to reallocation back to the environment. In this paper, we hypothesize that in the competition for water between economic livelihood and environmental wellbeing, economic diversification was the key to swinging community sentiment in favor of environmental protection, and triggering policy action that resulted in more water allocation to the environment. To test this hypothesis, we developed a sociohydrology model to link the dynamics of the whole economy (both agriculture and industry composed of manufacturing and services) to the community's sensitivity toward the environment. Changing community sensitivity influenced how water was allocated and governed and how the agricultural sector grew relative to the industrial sector (composed of manufacturing and services sectors). In this way, we show that economic diversification played a key role in influencing the community's values and preferences with respect to the environment and economic growth. Without diversification, model simulations show that the community would not have been sufficiently sensitive and willing enough to act to restore the environment, highlighting the key role of sectoral transformation in achieving the goal of sustainable agricultural development.","2017-09","2020-11-17 20:35:10","2023-12-07 17:41:29","","","","","","","","","","","","","","","","","","","","","","33 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/V6N5CNQI/Roobavannan et al. - 2017 - Role of Sectoral Transformation in the Evolution o.pdf; /Users/nah093/Zotero/storage/AYLPG2MF/2017WR020671.html","","sesync acknowledgment; T:Socio-Environmental Systems; 2017; Pursuit; T:Economics; Year 2; T:Agriculture; T:Natural Resource Management; F:Socio-Environmental Modeling; 2013T5-001; F:Computationally Intensive Projects & Initiatives; F:Water & People; K:modeling; K:water management; K:sociohydrology; K:changing values; K:sectoral transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6R6ZZ7N","journalArticle","2023","Andrews, Talbot M.; Simpson, Nicholas P.; Mach, Katharine J.; Trisos, Christopher H.","Risk from responses to a changing climate","Climate Risk Management","","2212-0963","10.1016/j.crm.2023.100487","https://www.sciencedirect.com/science/article/pii/S221209632300013X","Effectively responding to intensifying climate change hazards requires identifying risks arising from each response, as well as risks arising from the dynamic interactions between responses. Using examples of managed retreat and solar geoengineering, we illustrate the importance of understanding response as a determinant of climate change risk. We highlight a continuum of severity of response risks, both at the site of deployment and across temporally and geographically distant contexts. While responses might moderate a specific hazard, due to the complexity of climate change risk they may be ineffective at reducing net climate-related risk for any given actor or system. We also show how some responses to climate change affect vulnerability, exposure, and other responses to climate change independent of the targeted hazard and can lead to maladaptation. We conclude by emphasizing the importance of integrating climate change responses together with other determinants of risk to better inform climate risk management and guide research on the feasibility of individual response options.","2023-01","2023-02-28 20:52:53","2023-12-07 17:41:28","2023-02-28 20:52:53","100487","","","39","","Climate Risk Management","","","","","","","","en","","","","","ScienceDirect","","1 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/SD9TD56A/Andrews et al. - 2023 - Risk from responses to a changing climate.pdf; /Users/nah093/Zotero/storage/F4MXNZMS/S221209632300013X.html","","F:Socio-Environmental Resilience; T:Resilience; T:Socio-Environmental Systems; no acknowledgment; Pursuit; Postdoc; Year 8; T:Policy & Regulation; F:Vulnerability & Risk; T:Risk; T:Vulnerability; 2023; 2018C18-017; K:Cascading risk; K:Climate risk management; K:Compound risk; K:Managed retreat; K:Response risk; K:Solar geoengineering; T:Climate change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M98J5LC8","journalArticle","2022","Meyer, Andreas L. S.; Bentley, Joanne; Odoulami, Romaric C.; Pigot, Alex L.; Trisos, Christopher","Risks to biodiversity from temperature overshoot pathways","Philosophical Transactions of the Royal Society B: Biological Sciences","","","10.1098/rstb.2021.0394","https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0394","Temperature overshoot pathways entail exceeding a specified global warming level (e.g. 1.5°C or 2°C) followed by a decline in warming, achieved through anthropogenically enhanced CO2 removal from the atmosphere. However, risks to biodiversity from temperature overshoot pathways are poorly described. Here, we explore biodiversity risks from overshoot by synthesizing existing knowledge and quantifying the dynamics of exposure and de-exposure to potentially dangerous temperatures for more than 30 000 species for a 2°C overshoot scenario. Our results suggest that climate risk to biodiversity from temperature overshoot pathways will arrive suddenly, but decrease only gradually. Peak exposure for biodiversity occurs around the same time as peak global warming, but the rate of de-exposure lags behind the temperature decline. While the global overshoot period lasts around 60 years, the duration of elevated exposure of marine and terrestrial biodiversity is substantially longer (around 100 and 130 years, respectively), with some ecological communities never returning to pre-overshoot exposure levels. Key biodiversity impacts may be irreversible and reliance on widespread CO2 removal to reduce warming poses additional risks to biodiversity through altered land use. Avoiding any temperature overshoot must be a priority for reducing biodiversity risks from climate change, followed by limiting the magnitude and duration of any overshoot. More integrated models that include direct and indirect impacts from overshoot are needed to inform policy. This article is part of the theme issue ‘Ecological complexity and the biosphere: the next 30 years’.","2022-06","2022-07-14 19:35:33","2023-12-07 17:41:28","2022-07-14 19:35:33","20210394","","1857","377","","","","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","7 citations (Crossref) [2023-12-07] Publisher: Royal Society","","/Users/nah093/Zotero/storage/TMQDFG74/Meyer et al. - 2022 - Risks to biodiversity from temperature overshoot p.pdf","","F:Socio-Environmental Resilience; Postdoc; F:Biodiversity; T:Conservation; Year 8; F:Socio-Environmental Modeling; T:Policy & Regulation; T:Governance & Decision Making; 2015PF-020; 2022; wrong DBI; K:carbon dioxide removal; k:climate horizon profiles; K:Paris agreement; k:ssp5-3.4-os; T:climate change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJIIFIKR","journalArticle","2020","Jemma Stachelek; Kelly Hondula; Dustin Kincaid; Arial Shogren","Ripples on the web: Spreading lake information via Wikipedia","Limnology and Oceanography Bulletin","","1539-6088","10.1002/lob.10382","https://onlinelibrary.wiley.com/doi/abs/10.1002/lob.10382","People increasingly use the internet to learn about specific natural areas, including lakes, whether it is for an upcoming vacation, fishing trip, classroom activity, or research. However, basic information about these areas is often only available to nonprofessional scientists via scattered state‐based web portals. Although these web portals are immensely valuable, inconsistencies among agencies and lack of search engine optimization means that lake information can be difficult to discover. For example, the searchable databases made available by the Wisconsinand MinnesotaDepartments of Natural Resources contain a wealth of information and are easy to find via a search engine query, but similar information for other areas is inconsistent at best. In this article, we argue that Wikipedia is an ideal venue for centralizing and improving the availability of facts about lakes. We give a brief overview of lake information on Wikipedia, how to contribute to it, and our vision for the broader dissemination of lake information.x","2020","2021-02-01 16:33:13","2023-12-07 17:41:28","2021-12-20 13:25:43","70-72","","3","29","","","Ripples on the web","","","","","","","en","","","","","Wiley Online Library","","2 citations (Crossref) [2023-12-07] _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/lob.10382","","/Users/nah093/Zotero/storage/AQ2DQGBH/Stachelek et al. - 2020 - Ripples on the web Spreading lake information via.pdf; /Users/nah093/Zotero/storage/GHUGH6W9/Stachelek et al. - 2020 - Ripples on the web Spreading lake information via.pdf; /Users/nah093/Zotero/storage/D799GY4M/Stachelek et al. - 2020 - Ripples on the web Spreading lake information via.pdf; /Users/nah093/Zotero/storage/M5YJHW25/lob.html; /Users/nah093/Zotero/storage/M5WXKXPW/lob.html; /Users/nah093/Zotero/storage/Z77JJDSQ/lob.html","","Staff; no acknowledgment; T:Lakes, Rivers, Streams, & Wetlands; 2020; F:Water & People; K:data discovery; K:data tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YS9FA92W","journalArticle","2019","Merle Eisenberg","Review: East and West in the Early Middle Ages: The Merovingian Kingdoms in Mediterranean Perspective, edited by Stefan Esders, Yaniv Fox, Yitzhak Hen and Laury Sarti","Studies in Late Antiquity","","2470-6469","10.1525/sla.2019.3.4.631","https://online.ucpress.edu/SLA/article-abstract/3/4/631/109359/Review-East-and-West-in-the-Early-Middle-Ages-The?redirectedFrom=fulltext","","2019-12","2020-11-17 20:29:59","2023-12-07 17:41:28","","631–635","","4","3","","","","","","","","","","","","","","","","","0 citations (Crossref) [2023-12-07] Publisher: University of California Press","","","","no acknowledgment; Postdoc; 2019; Year 9; T:Environmental History; T:Humanities; 2019PF-046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZLFXIPQ","journalArticle","2017","Heather A. Lukacs; Nik Sawe; Nicola Ulibarri","Risk, uncertainty, and institutional failure in the 2014 West Virginia chemical spill","Case Studies in the Environment","","","10.1525/cse.2017.000604","http://cse.ucpress.edu/lookup/doi/10.1525/cse.2017.000604","On January 9, 2014, 4-methylcyclohexanemethanol (MCHM), a chemical used to process coal, spilled into West Virginia's Elk River and contaminated the drinking water of over 300,000 people. In the following weeks, the public uncovered a series of institutional failures—among the private sector, local utilities, and government agencies—preceding and following the spill. This case study introduces students to the institutional complexities and ecological vulnerabilities that slowed and confounded response to the disaster due to an unclear chain of responsibility across sectors. This case study also assesses how West Virginia residents and agencies perceived the environmental risk and the responsibility of different institutional agencies and how these perceptions added to the complexity and uncertainty surrounding response to the spill. This case study aims to teach students how risk assessment and perception interact with environmental governance.","2017-09","2020-11-17 20:35:10","2023-12-07 17:41:28","","","","","","","","","","","","","","","","","","","","","","1 citations (Crossref) [2023-12-07] Publisher: University of California Press Journals","","","","F:Socio-Environmental Resilience; sesync acknowledgment; 2017; C:Case Study; Short Course; T:Lakes, Rivers, Streams, & Wetlands; T:Risk; F:Governance & Natural Resources; T:Governance & Decision Making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8HGPFNT","journalArticle","2021","Nicholas E. Williams; Seeta A. Sistla; Daniel B. Kramer; Kara J. Stevens; Adam B. Roddy","Resource users as land-sea links in coastal and marine socioecological systems","Conservation Biology","","1523-1739","10.1111/cobi.13784","https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/cobi.13784","Coastal zones, which connect terrestrial and aquatic ecosystems, are among the most resource-rich regions globally and home to nearly 40% of the global human population. Because human land-based activities can alter natural processes in ways that affect adjacent aquatic ecosystems, land-sea interactions are increasingly recognized as critical to coastal conservation planning and governance. However, the complex socioeconomic dynamics inherent in coastal and marine socio-ecological systems (SES) have received little consideration. Drawing on knowledge generalized from long-term studies in Caribbean Nicaragua, we propose a conceptual framework that clarifies the multiple ways that socioeconomically driven behavior can link the land and sea. In addition to other ecosystem effects, we illustrate how feedbacks resulting from changes to aquatic resources can influence terrestrial resource management decisions and land uses. An assessment of this framework using empirical studies from a variety of coastal SES suggests its broad applicability, but also highlights the paucity of research that explicitly investigates the effects of human behavior on coastal SES dynamics. Therefore, we encourage both researchers and policymakers to consider direct, indirect, and bidirectional cross-ecosystem links that move beyond traditionally recognized land to sea processes.","2021-06","2021-06-25 18:38:27","2023-12-07 17:41:27","2021-06-25 18:38:26","","","n/a","n/a","","","","","","","","","","en","This article is protected by copyright. All rights reserved","","","","Wiley Online Library","","3 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/7Q5NQVXD/Williams et al. - Resource users as land-sea links in coastal and ma.pdf; /Users/nah093/Zotero/storage/JPUFRID7/cobi.html","","T:Socio-Environmental Systems; no acknowledgment; Pursuit; T:Natural Resource Management; T:Anthropology/Human Ecology; F:Water & People; Year 3; 2021; T:Coasts & Shorelines; K:ecosystem management; 2013T7-018; K:conservation planning; K:coastal governance; K:land-sea processes; K:natural resource-based livelihoods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SD93X7V","journalArticle","2017","Lisa A. Wainger; David H. Secor; Cassie Gurbisz; W.Michael Kemp; Patricia M. Glibert; Edward D. Houde; J. Richkus; M.C. Barber","Resilience indicators support valuation of estuarine ecosystem restoration under climate change","Ecosystem Health and Sustainability","","23328878","10.1002/ehs2.1268","http://doi.wiley.com/10.1002/ehs2.1268","Economic valuation of ecological restoration most often encompasses only the most tangible ecosystem service benefits, thereby omitting many difficult‐to‐measure benefits, including those derived from enhanced reliability of ecosystem services. Because climate change is likely to impose novel ecosystem stressors, a typical approach to valuing benefits may fail to capture the contribution of ecosystem resilience to sustaining long‐term benefits. Unfortunately, we generally lack predictive probabilistic models that would enable measurement and valuation of resilience. Therefore, alternative measures are needed to complement monetary values and broaden understanding of restoration benefits. We use a case study of Chesapeake Bay restoration (total maximum daily load) to show that ecosystem service benefits that are typically monetized leave critical information gaps. To address these gaps, we review evidence for ecosystem services that can be quantified or described, including changes in harmful algal bloom risks. We further propose two integrative indicators of estuarine resilience—the extent of submerged aquatic vegetation and spatial distribution of fish. Submerged aquatic vegetation extent is indicative of qualities of ecosystems that promote positive feedbacks to water quality. Broadly distributed fish populations reduce risk by promoting diverse responses to spatially heterogeneous stresses. Our synthesis and new analyses for the Chesapeake Bay suggest that resilience metrics improve understanding of restoration benefits by demonstrating how nutrient and sediment load reductions will alleviate multiple sources of stress, thereby enhancing the system's capacity to absorb or adapt to extreme events or novel stresses.","2017-04","2020-11-17 20:35:13","2023-12-07 17:41:27","","","","4","3","","","","","","","","","","","","","","","","","12 citations (Crossref) [2023-12-07]","","/Users/nah093/Zotero/storage/EBSK3KRY/Wainger et al. - 2017 - Resilience indicators support valuation of estuari.pdf; /Users/nah093/Zotero/storage/84YVJKYA/ehs2.html","","T:Resilience; 2017; no acknowledgment; T:Economics; Postdoc; C:Case Study; T:Ecosystem Services/Functions; F:Actionable Research; Year 6; F:Water & People; T:Earth Science/Physical Geography; T:Coasts & Shorelines; K:ecosystem services; K:climate change; K:water quality; 2016PF-024; K:benefit‐relevant indicators; K:economic valuation; K:non‐monetary benefit indicators; K:total maximum daily load","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AR7RXER","journalArticle","2017","David Seekell; Joel A. Carr; Jampel Dell'Angelo; Paolo D'Odorico; Marianela Fader; Gephart, Jessica; Matti Kummu; Nicholas R. Magliocca; Miina Porkka; Michael Puma; Zak Ratajczak; Maria Cristina Rulli; Samir Suweis; Alessandro Tavoni","Resilience in the global food system","Environmental Research Letters","","","10.1088/1748-9326/aa5730","http://iopscience.iop.org/article/10.1088/1748-9326/aa5730","Ensuring food security requires food production and distribution systems function throughout disruptions. Understanding the factors that contribute to the global food system's ability to respond and adapt to such disruptions (i.e. resilience) is critical for understanding the long-term sustainability of human populations. Variable impacts of production shocks on food supply between countries indicate a need for national-scale resilience indicators that can provide global comparisons. However, methods for tracking changes in resilience have had limited application to food systems. We developed an indicator-based analysis of food systems resilience for the years 1992-2011. Our approach is based on three dimensions of resilience: socio-economic access to food in terms of income of the poorest quintile relative to food prices, biophysical capacity to intensify or extensify food production, and the magnitude and diversity of current domestic food production. The socio-economic indicator has large variability, but with low values concentrated in Africa and Asia. The biophysical capacity indicator is highest in Africa and Eastern Europe, in part because of high potential for extensification of cropland and for yield gap closure in cultivated areas. However, the biophysical capacity indicator has declined globally in recent years. The production diversity indicator has increased slightly, with a relatively even geographic distribution. Few countries had exclusively high or low values for all indicators. Collectively, these results are the basis for global comparisons of resilience between nations, and provide necessary context for developing generalizations about the resilience in the global food system.","2017-01","2020-11-17 20:35:18","2023-12-07 17:41:27","","","","2","12","","","","","","","","","","","","","","","","","92 citations (Crossref) [2023-12-07] Publisher: IOP Publishing","","/Users/nah093/Zotero/storage/3RAZA6RV/Seekell et al. - 2017 - Resilience in the global food system.pdf","","F:Socio-Environmental Resilience; sesync acknowledgment; Staff; T:Resilience; 2017; T:Economics; Postdoc; Venture; T:Marginalized & Indigenous Communities; Year 3; Fellow; 2014PF-012; T:Human Health & Well-Being; F:Food Systems & the Environment; T:Food Systems; 2014V-029; 2016PF-029; Year 4 (JD); Year 6 (JG)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPUH7ZT4","journalArticle","2014","Palmer, Margaret A.; Hondula, Kelly","Restoration as mitigation: Analysis of stream mitigation for coal mining impacts in southern Appalachia","Environmental Science & Technology","","","10.1021/es503052f","http://pubs.acs.org/doi/abs/10.1021/es503052f","Compensatory mitigation is commonly used to replace aquatic natural resources being lost or degraded but little is known about the success of stream mitigation. This article presents a synthesis of information about 434 stream mitigation projects from 117 permits for surface mining in Appalachia. Data from annual monitoring reports indicate that the ratio of lengths of stream impacted to lengths of stream mitigation projects were <1 for many projects, and most mitigation was implemented on perennial streams while most impacts were to ephemeral and intermittent streams. Regulatory requirements for assessing project outcome were minimal; visual assessments were the most common and 97% of the projects reported suboptimal or marginal habitat even after 5 years of monitoring. Less than a third of the projects provided biotic or chemical data; most of these were impaired with biotic indices below state standards and stream conductivity exceeding federal water quality criteria. Levels of selenium known to impair aquatic life were reported in 7 of the 11 projects that provided Se data. Overall, the data show that mitigation efforts being implemented in southern Appalachia for coal mining are not meeting the objectives of the Clean Water Act to replace lost or degraded streams ecosystems and their functions.","2014-09","2020-11-17 20:35:21","2023-12-07 17:41:27","","10552–10560","","18","48","","","","","","","","","","","","","","","","","39 citations (Crossref) [2023-12-07] Publisher: American Chemical Society","","","","sesync acknowledgment; Staff; T:Natural Resource Management; T:Lakes, Rivers, Streams, & Wetlands; F:Water & People; T:Pollution; T:Earth Science/Physical Geography; 2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNQPSXLT","journalArticle","2018","Gordon W. Holtgrieve; Mauricio E. Arias; Albert Ruhi; Vittoria Elliott; So Nam; Peng Bun Ngor; Timo A. Räsänen; John L. Sabo","Response to comments on “Designing river flows to improve food security futures in the Lower Mekong Basin”","Science","","","10.1126/science.aat1477","http://science.sciencemag.org/content/361/6398/eaat1477","Sabo et al . presented an empirically derived algorithm defining the socioecological response of the Tonle Sap Dai fishery in the Cambodian Mekong to basin-scale variation in hydrologic flow regime. Williams suggests that the analysis leading to the algorithm is flawed because of the large distance between the gauge used to measure water levels (hydrology) and the site of harvest for the fishery. Halls and Moyle argue that Sabo et al .'s findings are well known and contend that the algorithm is not a comprehensive assessment of sustainability. We argue that Williams' critique stems from a misunderstanding about our analysis; further clarification of the analysis is provided. We regret not citing more of the work indicated by Halls and Moyle, yet we note that our empirical analysis provides additional new insights into Mekong flow-fishery relationships.","2018-07","2020-11-17 20:35:01","2023-12-07 17:41:27","","","","6398","361","","","","","","","","","","","","","","","","","4 citations (Crossref) [2023-12-07] Publisher: American Association for the Advancement of Science PMID: 30002227","","/Users/nah093/Zotero/storage/7MTWARWQ/Holtgrieve et al. - 2018 - Response to Comments on “Designing river flows to improve food security futures in the Lower Mekong Basin”.pdf; /Users/nah093/Zotero/storage/QQKT9IEB/Holtgrieve et al. - 2018 - Response to Comments on “Designing river flows to .pdf; ; /Users/nah093/Zotero/storage/MMURZ5HC/eaat1477.html","http://www.ncbi.nlm.nih.gov/pubmed/30002227","2018; sesync acknowledgment; T:Socio-Environmental Systems; Postdoc; T:Lakes, Rivers, Streams, & Wetlands; Year 6; F:Water & People; T:Fisheries; T:Earth Science/Physical Geography; T:Human Health & Well-Being; F:Food Systems & the Environment; 2016PF-025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TI47H7DL","journalArticle","2018","Holly P. Jones; Peter C. Jones; Edward B. Barbier; Ryan C. Blackburn; Jose M. Rey Benayas; Karen D. Holl; Michelle McCrackin; Paula Meli; Daniel Montoya; David Moreno Mateos","Restoration and repair of Earth's damaged ecosystems.","Proceedings. Biological sciences","","","10.1098/rspb.2017.2577","http://www.ncbi.nlm.nih.gov/pubmed/29491171","Given that few ecosystems on the Earth have been unaffected by humans, restoring them holds great promise for stemming the biodiversity crisis and ensuring ecosystem services are provided to humanity. Nonetheless, few studies have documented the recovery of ecosystems globally or the rates at which ecosystems recover. Even fewer have addressed the added benefit of actively restoring ecosystems versus allowing them to recover without human intervention following the cessation of a disturbance. Our meta-analysis of 400 studies worldwide that document recovery from large-scale disturbances, such as oil spills, agriculture and logging, suggests that though ecosystems are progressing towards recovery following disturbances, they rarely recover completely. This result reinforces conservation of intact ecosystems as a key strategy for protecting biodiversity. Recovery rates slowed down with time since the disturbance ended, suggesting that the final stages of recovery are the most challenging to achieve. Active restoration did not result in faster or more complete recovery than simply ending the disturbances ecosystems face. Our results on the added benefit of restoration must be interpreted cautiously, because few studies directly compared different restoration actions in the same location after the same disturbance. The lack of consistent value added of active restoration following disturbance suggests that passive recovery should be considered as a first option; if recovery is slow, then active restoration actions should be better tailored to overcome specific obstacles to recovery and achieve restoration goals. We call for a more strategic investment of limited restoration resources into innovative collaborative efforts between scientists, local communities and practitioners to develop restoration techniques that are ecologically, economically and socially viable.","2018-02","2020-11-17 20:35:07","2023-12-07 17:41:27","","20172577","","1873","285","","","","","","","","","","","","","","","","","184 citations (Crossref) [2023-12-07] Publisher: The Royal Society PMID: 29491171","","/Users/nah093/Zotero/storage/QSBGTYYE/Jones et al. - 2018 - Restoration and repair of Earth's damaged ecosyste.pdf","","2018; sesync acknowledgment; T:Landscapes at Risk; T:Resilience; Pursuit; F:Land & Human Dynamics; T:Conservation; Year 3; T:Disturbance; 2013T7-015; K:restoration; K:recovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNU8R7X3","journalArticle","2021","Trisos, Christopher; Merow, Cory; Pigot, Alex L.","Reply to: Spatial scale and the synchrony of ecological disruption","Nature","","1476-4687","10.1038/s41586-021-03760-4","https://www.nature.com/articles/s41586-021-03760-4","In the accompanying Comment1, Colwell states that mechanisms such as evolution, range shifts, and localized climate refugia may enhance species persistence under climate warming, and that these mechanisms will be more likely to operate within larger spatial grains and mountainous regions. We agree that these mechanisms have important roles, and discussed each of them in our Article2. However, Colwell does not provide any quantitative evidence to support the claim that our analysis overestimates the risk of abrupt climate exposure and presents a highly selective set of factors that are unlikely to have directionally biased our results. Here we explain why our conclusions are robust to the oversimplified subset of mechanisms discussed by Colwell and highlight why we believe that the species exposure models (SEMs) that we introduced are an important step forward in ecological forecasting.","2021-11","2022-01-11 01:07:22","2023-12-07 17:41:26","2022-01-11 01:07:22","E11-E13","","7886","599","","","Reply to","","","","","","","en","2021 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","4 citations (Crossref) [2023-12-07] Bandiera_abtest: a Cg_type: Nature Research Journals Number: 7886 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Climate-change ecology;Community ecology Subject_term_id: climate-change-ecology;community-ecology","","/Users/nah093/Zotero/storage/T2CH4HNQ/Trisos et al. - 2021 - Reply to Spatial scale and the synchrony of ecolo.pdf; /Users/nah093/Zotero/storage/K6NF9YZL/s41586-021-03760-4.html","","F:Socio-Environmental Resilience; no acknowledgment; Pursuit; T:Climate Change; Year 8; F:Socio-Environmental Modeling; T:Modeling; 2021; 2018C18-017; K:Climate-change ecology","Community ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ML4BHH2W","journalArticle","2015","Samir Suweis; Joel A. Carr; Amos Maritan; Andrea Rinaldo; Paolo D'Odorico","Resilience and reactivity of global food security","Proceedings of the National Academy of Sciences of the United States of America","","1091-6490","10.1073/pnas.1507366112","http://www.ncbi.nlm.nih.gov/pubmed/25964361 http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=PMC4460461","The escalating food demand by a growing and increasingly affluent global population is placing unprecedented pressure on the limited land and water resources of the planet, underpinning concerns over global food security and its sensitivity to shocks arising from environmental fluctuations, trade policies, and market volatility. Here, we use country-specific demographic records along with food production and trade data for the past 25 y to evaluate the stability and reactivity of the relationship between population dynamics and food availability. We develop a framework for the assessment of the resilience and the reactivity of the coupled population-food system and suggest that over the past two decades both its sensitivity to external perturbations and susceptibility to instability have increased.","2015-06","2020-11-17 20:35:23","2023-12-07 17:41:26","","6902–7","","22","112","","","","","","","","","","","","","","","","","163 citations (Crossref) [2023-12-07] Publisher: National Academy of Sciences PMID: 25964361","","/Users/nah093/Zotero/storage/NLARXNBU/Suweis et al. - 2015 - Resilience and reactivity of global food security.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/25964361","F:Socio-Environmental Resilience; sesync acknowledgment; T:Resilience; 2015; T:Anthropology/Human Ecology; T:Theoretical/Conceptual Frameworks; Venture; T:Human Rights, Security, & Environmental Justice; Year 3; F:Food Systems & the Environment; 2014V-029; K:stability; K:food crisis; K:food trade network; K:Malthusian growth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
